confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
430	1	1	2	2	0.12334404681643468	-133.01756814779029	0.9999999999999999	112.29393501053794	C14H18O4	[M + H]+	YOHKTXWIWQHVHS	InChI=1S/C14H18O4/c1-8(2)5-12(16)11-6-10(9(3)15)14(18-4)7-13(11)17/h6-8,17H,5H2,1-4H3	null	CC(C)CC(=O)C1=CC(=C(C=C1O)OC)C(=O)C	2.70000005	90750503	COCONUT:(CNP0145537);Natural Products:(UNPD5365);PubChem:(90750503);PubMed	2129986	251.12821	390.04	567_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_631	631
431	1	1	2	2	0.12307014818057008	-476.4291579674245	0.9984924623115577	114.40645719359232	C28H47N5O6	[M - H2O + H]+	FOAHAYKWNMPVJI	InChI=1S/C28H47N5O6/c1-19(2)20(26(36)31-18-28(3,4)27(30)37)15-23(34)21(29)16-32-11-12-33(25(35)17-32)22-9-6-7-10-24(22)39-14-8-13-38-5/h6-7,9-10,19-21,23,34H,8,11-18,29H2,1-5H3,(H2,30,37)(H,31,36)	(2s,4s,5s)-5-Amino-N-(3-Amino-2,2-Dimethyl-3-Oxopropyl)-4-Hydroxy-6-{4-[2-(3-Methoxypropoxy)phenyl]-3-Oxopiperazin-1-Yl}-2-(Propan-2-Yl)hexanamide	CC(C)C(CC(C(CN1CCN(C(=O)C1)C2=CC=CC=C2OCCCOC)N)O)C(=O)NCC(C)(C)C(=O)N	0.600000024	57519701;72200731;70688397	PubChem:(57519701 72200731 70688397);PubMed;PubChem class - bio and metabolites	16777282	532.34822	450.23	594_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_661	661
432	1	1	2	2	0.12303520027778071	-65.53450489834636	0.9999999999999999	40.112812623761045	C11H14O2	[M + H]+	UCMXTTKAPKCTNV	InChI=1S/C11H14O2/c1-3-9-13-11-8-6-5-7-10(11)12-4-2/h3,5-8H,1,4,9H2,2H3	o-(Allyloxy)phenetole	CCOC1=CC=CC=C1OCC=C	2.81810021	74273	NORMAN:(NS00025452);PubChem:(74273);PubMed	262210	179.10667	353.39	557_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_621	621
433	1	1	2	2	0.12282088573068864	-50.760990868556014	0.9999999999999999	82.66410798676357	C9H10O2	[M + H]+	GEVILTWPAPSGDK	InChI=1S/C9H10O2/c1-6-7(2)9(11)4-3-8(6)5-10/h3-5,11H,1-2H3	Benzaldehyde, 4-hydroxy-2,3-dimethyl-	CC1=C(C=CC(=C1C)O)C=O	2.12016702	14694998	PubChem:(14694998);PubChem class - safety and toxic	67108866	151.07537	179.37	310_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_337	337
434	1	1	2	2	0.12271676189589707	-179.5055144392522	0.9949748743718594	51.26636725655985	C21H29NO13	[M + H]+	UCDZCGGWKCRURM	InChI=1S/C21H29NO13/c1-31-10-3-2-8(4-9(10)24)11(5-22)33-21-19(30)17(28)15(26)13(35-21)7-32-20-18(29)16(27)14(25)12(6-23)34-20/h2-4,11-21,23-30H,6-7H2,1H3	null	COC1=C(C=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O)O	-3.0999999	101474173	COCONUT:(CNP0113034);Natural Products:(UNPD28618);PubChem:(101474173)	2129922	504.17161	147.77	224_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_236	236
435	1	1	2	2	0.12240857083580443	-65.08007331878413	0.9964824120603014	66.28032338714506	C19H36O11	[M - H2O + H]+	ZHOUHFMRWBOCFO	InChI=1S/C19H36O11/c1-4-10(18(2,3)25)5-6-27-16-14(23)13(22)12(21)11(30-16)7-28-17-15(24)19(26,8-20)9-29-17/h10-17,20-26H,4-9H2,1-3H3	null	CCC(CCOC1C(C(C(C(O1)COC2C(C(CO2)(CO)O)O)O)O)O)C(C)(C)O	-2.4000001	38358311;38358315;45359896	COCONUT:(CNP0347496);PubChem:(38358311 38358315 45359896);SuperNatural:(SN00029643 SN00029644);ZINC bio:(ZINC31164859 ZINC31164863);additional;Training Set	3694594	423.22195	240.99	488_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_534	534
436	1	2	1	1	0.12235829265379519	-241.99113844499504	0.06884422110552765	7.88794675897849	C27H30O13	[M - H2O + H]+	QNFMEZGAYVOUCH	InChI=1S/C27H30O13/c1-11-20(30)22(32)24(34)26(37-11)36-10-18-21(31)23(33)25(35)27(40-18)38-13-7-14(28)19-15(29)9-16(39-17(19)8-13)12-5-3-2-4-6-12/h2-9,11,18,20-28,30-35H,10H2,1H3	Chrysin 7-rutinoside	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=CC=C5)O)O)O)O)O)O)O	-0.400000006	44257629;102208339	COCONUT:(CNP0285957);KNApSAcK:(4113);Natural Products:(UNPD162946 UNPD191207);PubChem:(44257629 102208339);SuperNatural:(SN00301538 SN00376194)	3178514	545.16307	187.28	332_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_360	360
437	1	2	1	2	0.12079707880407974	-205.79944634530665	0.12663316582914572	44.14123513373296	C18H20N2O8	[M + Na]+	GOMAIPVDHSKHBG	InChI=1S/C18H20N2O8/c21-19(22)15-5-1-3-7-17(15)27-13-11-25-9-10-26-12-14-28-18-8-4-2-6-16(18)20(23)24/h1-8H,9-14H2	1-nitro-2-[2-[2-[2-(2-nitrophenoxy)ethoxy]ethoxy]ethoxy]benzene	C1=CC=C(C(=C1)[N+](=O)[O-])OCCOCCOCCOC2=CC=CC=C2[N+](=O)[O-]	3.04016328	2748736	COCONUT:(CNP0321844);PubChem:(2748736);SuperNatural:(SN00123188);ZINC bio:(ZINC03844449)	3153922	415.10836	87.64	90_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_95	95
438	1	1	2	2	0.12014171296252588	-55.640330242620735	0.9999999999999999	90.16149389235483	C13H20O	[M - H2O + H]+	LAGYWBZWJKHOOJ	InChI=1S/C13H20O/c1-10(9-14)8-12-11(2)6-5-7-13(12,3)4/h6,8-9,12H,5,7H2,1-4H3	3-(2,6,6-Trimethyl-2-cyclohexen-1-yl)methacrylaldehyde	CC1=CCCC(C1C=C(C)C=O)(C)C	3.0999999	106809;6437263;20838852	PubChem:(106809 6437263 20838852);NORMAN:(NS00053532)	262146	175.14814	193.9	356_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_385	385
439	1	1	1	1	0.11971897811243168	-103.50972112894162	0.9979899497487436	24.321965753230053	C13H24O9	[M + Na]+	ZHMJCBWTPCDXFY	InChI=1S/C13H24O9/c1-4-6(14)8(16)10(18)12(20-4)22-11-9(17)7(15)5(2)21-13(11)19-3/h4-18H,1-3H3	(2R,3R,4R,5R,6S)-2-[(2R,3R,4R,5R,6S)-4,5-dihydroxy-2-methoxy-6-methyloxan-3-yl]oxy-6-methyloxane-3,4,5-triol	CC1C(C(C(C(O1)OC2C(C(C(OC2OC)C)O)O)O)O)O	-2.5999999	13989835;13989841;54547403;57338422;57338423;67329001;68979094;68253465;71268059;101576759;101576760;101643640;100927790;100927792;132493098	COCONUT:(CNP0294846);Natural Products:(UNPD75011);PubChem:(13989835 13989841 54547403 57338422 57338423 67329001 68979094 68253465 71268059 101576759 101576760 101643640 100927790 100927792 132493098);SuperNatural:(SN00239547);MeSH:(54547403);PubMed	3178566	347.13161	143.68	216_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_228	228
440	1	1	2	2	0.11921424054443933	-103.07246763349245	0.9999999999999999	58.55586706875934	C13H18O	[M + H]+	CBQXHTWJSZXYSK	InChI=1S/C13H18O/c1-5-6-7-12-10(2)8-11(14)9-13(12,3)4/h5-8H,9H2,1-4H3	Tabanone	CC=CC=C1C(=CC(=O)CC1(C)C)C	2.5999999	107631;6437348;6437349;6437596;6437599;18645216;139594485	NORMAN:(NS00012021);COCONUT:(CNP0248294);Natural Products:(UNPD91433);PubChem class - food;PubChem:(107631 6437348 6437349 6437596 6437599 18645216 139594485);SuperNatural:(SN00298467 SN00160702);PubChem class - safety and toxic;YMDB:(1739);PubMed	204832834	191.14302	208.65	400_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_432	432
441	1	1	1	2	0.11815912691015237	-314.7419832160228	0.9999999999999999	79.38282861661601	C9H12BFO3	[M + H]+	HJJYROZZJOJOOW	InChI=1S/C9H12BFO3/c1-6(2)14-9-4-7(10(12)13)3-8(11)5-9/h3-6,12-13H,1-2H3	3-Fluoro-5-Isopropoxybenzeneboronic Acid	B(C1=CC(=CC(=C1)F)OC(C)C)(O)O	2.15604806	44558177;45788923	PubChem:(44558177 45788923);PubChem class - safety and toxic	67108866	198.09706	39.46	45_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_48	48
442	1	1	1	1	0.11804327555288692	-14.032837606152766	0.9999999999999999	17.50060317155679	C12H22O11	[M + Na]+	QIGJYVCQYDKYDW	InChI=1S/C12H22O11/c13-1-3-5(15)7(17)8(18)12(22-3)23-10-6(16)4(2-14)21-11(20)9(10)19/h3-20H,1-2H2	Nigerose	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O	-4.19999981	129887;439512;439637;440240;4195243;5287770;5288340;5288768;9798107;9798108;9819401;9840966;9967861;11013287;15560009;15560010;15560011;15560014;15560016;16219440;21581151;21581152;21121206;24812250;45480590;44176417;44246480;49820613;49822388;46916363;46916405;46931125;52939789;54229533;60076984;59101134;57679915;59140762;57832405;68977357;68977360;68977795;69903934;69905492;71010344;71749900;70822988;70864857;70875643;70930734;71317027;71476884;90658077;89762396;91114576;89824769;95162406;95162407;95162408;95162409;95162568;95162569;95162570;95162571;95162572;95162573;95162574;95162575;91373772;97050062;97050063;97050064;91846874;91848228;91848256;91848311;91849191;91849310;91849315;91850171;91851217;91852120;91852649;91853291;91853778;91854857;91855557;91857854;91859090;91859136;91861305;91861703;91861827;102014817;101359398;118968875;118973957;122679508;122692687;124916011;124916012;124916013;124916014;126557672;129630279;131707376;131707498;133611837;133688412;134128057;134814111;135019516;132451890	HMDB:(29882 60068);SuperNatural:(SN00334900 SN00323622 SN00251805 SN00351022 SN00382142 SN00249049 SN00326958 SN00268649 SN00384785 SN00364508 SN00285437 SN00359243 SN00237947 SN00257979 SN00372975 SN00371581 SN00311516 SN00267586);ZINC bio:(ZINC04095663 ZINC04095664 ZINC04095786 ZINC04095787 ZINC04544899 ZINC04544901 ZINC04544903 ZINC04544905);additional;MeSH:(129887 439512 439637 15560009 15560011 16219440 44246480 97050062 129630279 134128057);Plantcyc:(3-BETA-D-GLUCOSYLGLUCOSE);PubMed;COCONUT:(CNP0217324);KNApSAcK:(1137);Natural Products:(UNPD6272 UNPD57513 UNPD52362 UNPD70960 UNPD134344 UNPD150832 UNPD89720 UNPD208792 UNPD58592 UNPD140653 UNPD166455 UNPD57476 UNPD106821 UNPD195260 UNPD195361 UNPD208852 UNPD32928 UNPD169705 UNPD115297 UNPD94733 UNPD87759);PubChem:(129887 439512 439637 440240 4195243 5287770 5288340 5288768 9798107 9798108 9819401 9840966 9967861 11013287 15560009 15560010 15560011 15560014 15560016 16219440 21581151 21581152 21121206 24812250 45480590 44176417 44246480 49820613 49822388 46916363 46916405 46931125 52939789 54229533 60076984 59101134 57679915 59140762 57832405 68977357 68977360 68977795 69903934 69905492 71010344 71749900 70822988 70864857 70875643 70930734 71317027 71476884 90658077 89762396 91114576 89824769 95162406 95162407 95162408 95162409 95162568 95162569 95162570 95162571 95162572 95162573 95162574 95162575 91373772 97050062 97050063 97050064 91846874 91848228 91848256 91848311 91849191 91849310 91849315 91850171 91851217 91852120 91852649 91853291 91853778 91854857 91855557 91857854 91859090 91859136 91861305 91861703 91861827 102014817 101359398 118968875 118973957 122679508 122692687 124916011 124916012 124916013 124916014 126557672 129630279 131707376 131707498 133611837 133688412 134128057 134814111 135019516 132451890);CHEBI:(53451 61110 60180 61772 61663 53651 7570 59430 18411 144332 52996 27554 60477 52997 62330);PubChem class - bio and metabolites;KEGG:(C19773 C04147 C01518 C02048);Biocyc:(CPD-10703 CPD8J2-19 3-BETA-D-GLUCOSYLGLUCOSE CPD-12789 CPD-13557)	20621694	365.105	40.84	51_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_54	54
443	1	1	2	2	0.11787446232686714	-166.4122023496213	0.9954773869346734	71.35144652034242	C19H27NO10	[M + H]+	KACVHHBXBVTKMS	InChI=1S/C19H27NO10/c1-8(2)5-13(22)28-11-6-10(9(3-4-20)14(23)15(11)24)29-19-18(27)17(26)16(25)12(7-21)30-19/h3,5,10-12,14-19,21,23-27H,6-7H2,1-2H3	null	CC(=CC(=O)OC1CC(C(=CC#N)C(C1O)O)OC2C(C(C(C(O2)CO)O)O)O)C	-2.29999995	10071288;101664405	COCONUT:(CNP0329406);Natural Products:(UNPD93514);PubChem:(10071288 101664405)	2129922	430.17079	248.87	503_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_552	552
444	1	2	1	3	0.1172949198381363	-82.8250319414174	0.33417085427135673	78.78611117156494	C43H74O10	[M + Na]+	DJVQAKQVQXIHEL	InChI=1S/C43H74O10/c1-3-5-7-9-11-13-15-17-18-20-21-23-25-27-29-31-38(45)50-34-36(35-51-43-42(49)41(48)40(47)37(33-44)53-43)52-39(46)32-30-28-26-24-22-19-16-14-12-10-8-6-4-2/h11-14,17-19,22,36-37,40-44,47-49H,3-10,15-16,20-21,23-35H2,1-2H3	null	CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCCC=CCC=CCCCCC	10.3000002	86290020;101682228	COCONUT:(CNP0205665);Natural Products:(UNPD123403);PubChem:(86290020 101682228);SuperNatural:(SN00315458);CHEBI:(83006);PubChem class - bio and metabolites;Plantcyc:(CPD-2189);Biocyc:(CPD-2189)	20088866	773.51891	603.91	624_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_764	764
445	1	2	1	4	0.11712695828221346	-268.43683694472907	0.05527638190954774	46.15954227667639	C21H29N3O4	[M + Na]+	VKRFFQFUQUAIST	InChI=1S/C21H29N3O4/c1-4-5-6-7-12-22-13-14-23(21(28)20(22)27)15-18-8-10-19(11-9-18)24(16(2)25)17(3)26/h8-11H,4-7,12-15H2,1-3H3	1-(4-Diacetylaminobenzyl)-4-n-hexyl-2,3-dioxopiperazine	CCCCCCN1CCN(C(=O)C1=O)CC2=CC=C(C=C2)N(C(=O)C)C(=O)C	2.4000001	3060275	PubChem:(3060275);PubChem class - safety and toxic	67108866	410.20224	177.87	301_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_328	328
446	1	1	2	2	0.11708318493967629	-18.171616244313636	0.9999999999999999	97.07507443529936	C12H22O11	[M - H2O + H]+	GUBGYTABKSRVRQ	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2	Finetose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	-4.69999981	294;6134;6255;10712;84571;641625;641626;641627;152109;192435;439178;439186;439341;439867;440995;441014;448165;448925;3086428;2723610;7566539;7566942;7566944;7567018;7098617;7098629;7098630;7098631;7098662;7156899;7156900;5288350;5288769;5319249;6409631;9548801;9548802;9549179;9819399;9884439;12302648;12302651;12302653;12302658;12302663;12302671;12302673;12302675;12302681;12302683;12302688;12302689;12302691;12302692;12302694;12302695;9927988;10991489;10291131;10291132;10327727;11865435;11865436;11865437;11865438;11886768;11886769;11908385;11908386;11908449;11908450;11908451;11908483;11908488;11908489;11908490;11970252;10450027;16758060;17750876;18600476;16211032;16211337;16212773;16217535;16219567;20788567;23657840;23657846;23657860;24207195;25235747;26470411;26470417;26470418;26470523;26470525;24802025;24802277;29921593;29982854;29982856;34173590;42552662;42552697;42552739;42580057;42580058;42580059;42580060;45039680;45039681;45109807;44560080;44246477;46224603;49837892;51003661;44472831;46916401;46916406;46936190;51683431;51921893;51921894;51921895;51921896;53857340;57370084;53384915;53384918;57464831;56845689;59002381;59015080;59048761;59059978;59202444;58666267;59646259;59646264;58805971;58831415;58863022;57972066;59483380;59859430;59878724;59904077;59907918;58213457;58481202;66509209;66598918;68009554;68009582;68013637;68015385;68017365;68023710;69052440;67795854;67810472;68229136;68361013;68366899;69301022;69301023;71024610;70671195;71771808;69491743;71076901;71094775;70837736;71210615;71210617;70884982;70919851;71309918;71310254;71317028;87166396;87642220;90753032;89507839;90876488;89518751;89518758;90165975;92132419;90305308;89669330;89707354;90360523;89742285;89770232;91151945;94011387;89951991;95162202;95162203;95162410;95162411;95162412;95162413;95162414;95162415;95162416;95162563;95162564;91746262;91489367;97012111;97012112;97012113;97041847;98618760;97050130;91845299;91846921;91847008;98148765;98148766;98148767;98148768;91849037;91849787;91850189;91851108;98170437;91853124;91855653;91857355;98207156;91861230;99940264;102014818;102025582;102025584;101446816;101946799;117616350;118052396;118052411;117717938;117717939;118098295;117846599;118360420;118459248;118460906;121290475;121290477;121290492;122534114;121329665;121391565;122679474;125037258;125037259;124504488;124504489;124524515;124526411;123271707;124635203;124636141;124636142;124708040;124745611;124745612;124762103;124762104;123803633;124904106;124202907;124298532;126624267;124402108;124409111;124427925;124427926;126968519;129600762;129600763;129600764;129600765;129628761;129629387;129630288;129633772;133124847;133126687;131632347;131632500;129826699;129847163;133269698;131700219;131704851;131705041;131705644;131705694;131706108;131708261;134690613;134694829;134733701;132263855;134834579;134879127;135019428;135019886;135070740;139024271;139025123;139026056;139026156;137427383;137553930;137553931;137553932;139355316	HMDB:(55 163 186 29933 33368 37138 41627);PubChem class - food;SuperNatural:(SN00378990 SN00240413 SN00064349 SN00270899 SN00226196 SN00006574 SN00338676 SN00006850 SN00242570 SN00064352 SN00006866 SN00006909 SN00280159 SN00403531 SN00393795 SN00064350 SN00262383 SN00064351 SN00304528 SN00282884 SN00396971 SN00315849 SN00156882);ZINC bio:(ZINC03830982 ZINC03830983 ZINC03830984 ZINC03830985 ZINC03978744 ZINC04095490 ZINC04095761 ZINC04095762 ZINC04095793 ZINC04095987 ZINC04097113 ZINC12358758 ZINC12358840 ZINC13543637 ZINC13543975 ZINC13544387 ZINC39945926);additional;MeSH:(294 6134 6255 10712 84571 152109 192435 439178 439186 448165 448925 10991489 12302673 16211032 24802025 44560080 129630288 131632347);Plantcyc:(CELLOBIOSE Alpha-lactose ALPHA-MALTOSE CPD-221 CPD-14017 CPD-15717);PubMed;NORMAN:(NS00004589);COCONUT:(CNP0226604);KNApSAcK:(1140);Natural Products:(UNPD173223 UNPD178567 UNPD138278 UNPD110446 UNPD39256 UNPD47597 UNPD110905 UNPD4247 UNPD150591 UNPD181436 UNPD208790 UNPD208794 UNPD2189 UNPD111798 UNPD123949 UNPD137104 UNPD102274 UNPD208793 UNPD123042 UNPD36577 UNPD89641 UNPD129577 UNPD91883);PubChem:(294 6134 6255 10712 84571 641625 641626 641627 152109 192435 439178 439186 439341 439867 440995 441014 448165 448925 3086428 2723610 7566539 7566942 7566944 7567018 7098617 7098629 7098630 7098631 7098662 7156899 7156900 5288350 5288769 5319249 6409631 9548801 9548802 9549179 9819399 9884439 12302648 12302651 12302653 12302658 12302663 12302671 12302673 12302675 12302681 12302683 12302688 12302689 12302691 12302692 12302694 12302695 9927988 10991489 10291131 10291132 10327727 11865435 11865436 11865437 11865438 11886768 11886769 11908385 11908386 11908449 11908450 11908451 11908483 11908488 11908489 11908490 11970252 10450027 16758060 17750876 18600476 16211032 16211337 16212773 16217535 16219567 20788567 23657840 23657846 23657860 24207195 25235747 26470411 26470417 26470418 26470523 26470525 24802025 24802277 29921593 29982854 29982856 34173590 42552662 42552697 42552739 42580057 42580058 42580059 42580060 45039680 45039681 45109807 44560080 44246477 46224603 49837892 51003661 44472831 46916401 46916406 46936190 51683431 51921893 51921894 51921895 51921896 53857340 57370084 53384915 53384918 57464831 56845689 59002381 59015080 59048761 59059978 59202444 58666267 59646259 59646264 58805971 58831415 58863022 57972066 59483380 59859430 59878724 59904077 59907918 58213457 58481202 66509209 66598918 68009554 68009582 68013637 68015385 68017365 68023710 69052440 67795854 67810472 68229136 68361013 68366899 69301022 69301023 71024610 70671195 71771808 69491743 71076901 71094775 70837736 71210615 71210617 70884982 70919851 71309918 71310254 71317028 87166396 87642220 90753032 89507839 90876488 89518751 89518758 90165975 92132419 90305308 89669330 89707354 90360523 89742285 89770232 91151945 94011387 89951991 95162202 95162203 95162410 95162411 95162412 95162413 95162414 95162415 95162416 95162563 95162564 91746262 91489367 97012111 97012112 97012113 97041847 98618760 97050130 91845299 91846921 91847008 98148765 98148766 98148767 98148768 91849037 91849787 91850189 91851108 98170437 91853124 91855653 91857355 98207156 91861230 99940264 102014818 102025582 102025584 101446816 101946799 117616350 118052396 118052411 117717938 117717939 118098295 117846599 118360420 118459248 118460906 121290475 121290477 121290492 122534114 121329665 121391565 122679474 125037258 125037259 124504488 124504489 124524515 124526411 123271707 124635203 124636141 124636142 124708040 124745611 124745612 124762103 124762104 123803633 124904106 124202907 124298532 126624267 124402108 124409111 124427925 124427926 126968519 129600762 129600763 129600764 129600765 129628761 129629387 129630288 129633772 133124847 133126687 131632347 131632500 129826699 129847163 133269698 131700219 131704851 131705041 131705644 131705694 131706108 131708261 134690613 134694829 134733701 132263855 134834579 134879127 135019428 135019886 135070740 139024271 139025123 139026056 139026156 137427383 137553930 137553931 137553932 139355316);CHEBI:(47931 47936 47933 28085 17306 28676 36224 546808 140774 36226 87201 18167 47935 41034 18147 59314 36218 17716 17057 4174 64351 59563 36219 60876 36227 36217 47934 47937 25164);PubChem class - bio and metabolites;KEGG:(C01970 C20236 C06422 C00208 C01971 C00897 C20861 C00185 C00243 C06421 C02964);PubChem class - safety and toxic;YMDB:(869 584);Training Set;PubChem class - drug;Biocyc:(CPD-18880 ALPHA-MALTOSE CPD-221 CPD-15976 CPD-15971 CELLOBIOSE CPD-16553 Alpha-lactose CPD-14017 CPD-15717 CPD-16557 CPD-16554 CPD-18879)	255846782	325.11257	40.84	49_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_52	52
447	1	2	1	5	0.11656339216119709	-221.19134043712202	0.08592964824120604	8.263056521155033	C8H9ClN4O2	[M + Na]+	LTSHFFRMSMRSGJ	InChI=1S/C8H9ClN4O2/c9-6-1-3-7(4-2-6)11-8(12-10)5-13(14)15/h1-5,11-12H,10H2	4-chloro-N-(1-hydrazinyl-2-nitroethenyl)aniline	C1=CC(=CC=C1NC(=C[N+](=O)[O-])NN)Cl	2.5	3457343;5831999	PubChem:(3457343 5831999);PubMed;CHEBI:(105780)	98	251.03048	34.39	16_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_16	16
448	1	1	1	4	0.1165070471319808	-100.76877691360363	0.9492462311557788	17.19067547232989	C17H30O10	[M + Na]+	YVFRKAACLWNICN	InChI=1S/C17H30O10/c1-2-3-4-5-6-24-17-15(23)13(21)12(20)10(27-17)8-26-16-14(22)11(19)9(18)7-25-16/h4-5,9-23H,2-3,6-8H2,1H3	null	CCCC=CCOC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O	-2.29999995	101852026	COCONUT:(CNP0130123);Natural Products:(UNPD71040);PubChem:(101852026);SuperNatural:(SN00286226)	3178498	417.17367	216.52	432_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_465	465
449	1	4	2	8	0.11644825016699456	-157.77184127504125	0.01155778894472362	18.48325193097668	C21H22O10	[M + H]+	LHUZFXQWLDHPLQ	InChI=1S/C21H22O10/c22-11-8-13(24)15(12(23)7-6-10-4-2-1-3-5-10)14(9-11)30-21-18(27)16(25)17(26)19(31-21)20(28)29/h1-5,8-9,16-19,21-22,24-27H,6-7H2,(H,28,29)	null	C1=CC=C(C=C1)CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O	1.39999998	131834457	HMDB:(128100);PubChem:(131834457);PubChem class - bio and metabolites	16777226	435.12579	248.59	501_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_550	550
450	1	1	2	2	0.11605218199107376	-267.1535832353549	0.9999999999999999	90.78471568898057	C14H25NO8	[M - H2O + H]+	YCJYNBLLJHFIIW	InChI=1S/C14H25NO8/c16-3-5-1-7(11(20)13(22)9(5)18)15-8-2-6(4-17)10(19)14(23)12(8)21/h1,6-23H,2-4H2	Validoxylamine A	C1C(C(C(C(C1NC2C=C(C(C(C2O)O)O)CO)O)O)O)CO	-4.0999999	161975;12795849;11450478;57496920;72199331;71775004;101104782;131706718	SuperNatural:(SN00298344);MeSH:(11450478);PubMed;COCONUT:(CNP0335554);Natural Products:(UNPD50823);PubChem:(161975 12795849 11450478 57496920 72199331 71775004 101104782 131706718);CHEBI:(111505 131941);PubChem class - bio and metabolites;KEGG:(C17700);PubChem class - safety and toxic;Biocyc:(CPD-9669);KEGG Mine	8677001574	318.15467	125.04	180_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_192	192
451	1	1	2	2	0.11526193670718536	-181.14429929049962	0.9999999999999999	92.57530942983944	C15H15NO3	[M + H]+	AVEUZYHDYBJRPU	InChI=1S/C15H15NO3/c1-2-19-12-9-7-11(8-10-12)16-15(18)13-5-3-4-6-14(13)17/h3-10,17H,2H2,1H3,(H,16,18)	Efuamide	CCOC1=CC=C(C=C1)NC(=O)C2=CC=CC=C2O	2.91338301	94777	MeSH:(94777);PubChem class - safety and toxic;PubChem:(94777);PubMed	67108934	258.11265	259.66	514_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_564	564
452	1	2	2	5	0.11455025913964394	-375.95664126205025	0.27386934673366836	65.66536820966775	C27H47N3O19	[M - H2O + H]+	WEYJZWBMFUFCOP	InChI=1S/C27H47N3O19/c1-9(34)28-12(5-31)23(48-25-18(30-11(3)36)22(43)21(42)16(7-33)47-25)20(41)15(39)8-46-27(26(44)45)4-13(37)17(29-10(2)35)24(49-27)19(40)14(38)6-32/h12-25,31-33,37-43H,4-8H2,1-3H3,(H,28,34)(H,29,35)(H,30,36)(H,44,45)	null	CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OCC(C(C(C(CO)NC(=O)C)OC2C(C(C(C(O2)CO)O)O)NC(=O)C)O)O)O	-7.69999981	91847550;91860350;91861399	COCONUT:(CNP0184052);Natural Products:(UNPD107949);PubChem:(91847550 91860350 91861399);SuperNatural:(SN00242767)	3178498	700.28098	165.17	273_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_292	292
